Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
2019,8.01,16744,Petrol,Dealer,Manual,0,6.5
2021,6.26,120258,Diesel,Dealer,Manual,0,3.45
2023,19.0,48475,Diesel,Dealer,Manual,0,17.79
2012,8.24,125814,Petrol,Individual,Manual,2,3.48
2003,21.78,116931,Petrol,Dealer,Manual,0,15.31
2014,5.21,90930,Diesel,Dealer,Automatic,0,1.44
2011,11.51,14894,Petrol,Individual,Automatic,0,8.37
2024,23.65,194906,Petrol,Dealer,Automatic,0,20.23
2023,25.27,78114,Petrol,Dealer,Manual,0,23.57
2009,11.67,7529,Petrol,Dealer,Automatic,0,8.24
2021,7.79,189099,Petrol,Dealer,Manual,0,3.85
2006,28.83,132351,Diesel,Dealer,Manual,0,22.73
2023,23.31,164789,Petrol,Individual,Manual,0,20.18
2001,24.6,54220,Petrol,Dealer,Manual,0,18.75
2020,8.24,76241,Petrol,Dealer,Manual,1,5.95
2006,13.88,5062,Diesel,Individual,Manual,0,9.87
2007,3.91,67623,Petrol,Individual,Automatic,0,0.5
2020,5.06,33839,Petrol,Dealer,Manual,2,3.47
2018,8.19,79407,CNG,Individual,Manual,1,5.44
2005,10.49,109539,Petrol,Dealer,Automatic,0,4.56
2020,29.92,185212,Diesel,Dealer,Automatic,0,25.84
2007,13.82,190327,CNG,Dealer,Manual,0,6.97
2024,21.54,28829,Petrol,Individual,Automatic,0,20.86
2024,27.32,122057,Petrol,Individual,Automatic,0,25.1
2021,8.89,29602,Diesel,Dealer,Manual,0,7.58
2019,6.05,129280,Petrol,Individual,Manual,0,2.68
2003,8.81,197540,Petrol,Dealer,Automatic,0,1.01
2024,26.71,63530,Petrol,Individual,Automatic,0,25.46
2019,20.64,108460,Diesel,Dealer,Manual,2,17.61
2023,14.64,32634,Petrol,Individual,Automatic,0,13.69
2008,24.97,173601,Petrol,Individual,Manual,0,18.6
2004,8.63,114154,Petrol,Individual,Manual,1,2.41
2005,8.7,101137,Diesel,Individual,Manual,0,2.9
2018,17.88,97051,Petrol,Individual,Manual,0,14.84
2011,24.12,57923,CNG,Individual,Manual,0,20.28
2004,9.27,116113,Diesel,Individual,Manual,0,3.02
2004,7.88,38309,Diesel,Dealer,Manual,0,2.91
2017,15.27,115223,Petrol,Dealer,Automatic,0,11.72
2005,5.76,162062,Petrol,Dealer,Automatic,0,0.5
2008,22.94,173053,Petrol,Individual,Automatic,0,16.58
2010,18.17,86920,Diesel,Dealer,Automatic,1,13.64
2022,16.35,165044,Petrol,Individual,Manual,0,13.01
2013,26.42,142990,Petrol,Individual,Automatic,0,21.59
2023,22.51,87216,Petrol,Individual,Manual,0,20.66
2001,6.18,146635,Petrol,Dealer,Manual,0,0.5
2013,13.77,90505,Petrol,Dealer,Automatic,0,9.8
2024,11.0,145560,Diesel,Individual,Automatic,0,8.4
2018,24.46,52591,Diesel,Dealer,Manual,0,22.15
2009,22.13,153872,Petrol,Dealer,Manual,0,16.29
2004,15.22,141842,Diesel,Individual,Automatic,2,8.55
2022,25.06,30899,Petrol,Dealer,Manual,2,23.93
2003,13.48,85466,Petrol,Dealer,Manual,0,7.53
2006,24.5,162111,Petrol,Dealer,Manual,2,17.91
2023,2.9,184630,Diesel,Dealer,Automatic,0,0.5
2012,5.77,103247,Petrol,Individual,Automatic,0,1.39
2009,23.17,121410,Petrol,Individual,Manual,0,17.87
2009,5.2,68675,Petrol,Individual,Manual,0,0.77
2003,21.15,86440,Petrol,Dealer,Automatic,0,15.18
2015,22.26,61247,Petrol,Dealer,Manual,0,19.19
2014,20.54,40457,Petrol,Dealer,Automatic,0,17.6
2020,24.91,6083,Diesel,Individual,Automatic,0,23.78
2010,16.33,98587,CNG,Individual,Manual,0,11.61
2018,27.12,61214,Diesel,Individual,Manual,1,24.67
2020,17.95,20441,Petrol,Individual,Manual,0,16.58
2023,16.22,122405,Diesel,Dealer,Manual,0,13.79
2002,16.26,107100,Diesel,Dealer,Manual,0,9.75
2014,27.54,67755,Diesel,Individual,Automatic,0,24.15
2015,8.82,162840,Diesel,Dealer,Manual,0,4.07
2013,21.46,47981,Petrol,Individual,Manual,2,18.19
2004,8.79,170024,Diesel,Dealer,Automatic,0,1.65
2016,4.58,190400,Petrol,Individual,Manual,0,0.5
2017,28.7,71785,Diesel,Individual,Manual,0,25.87
2018,5.63,183988,Petrol,Individual,Manual,0,1.15
2000,21.21,80066,Diesel,Individual,Manual,1,14.73
2024,13.89,21903,Petrol,Dealer,Automatic,0,13.32
2008,25.44,132855,Petrol,Individual,Manual,0,19.74
2020,23.65,109817,Petrol,Individual,Manual,2,20.81
2013,6.03,103235,CNG,Dealer,Manual,1,1.85
2019,15.1,45718,Diesel,Dealer,Automatic,0,13.11
2020,2.77,173511,Diesel,Individual,Manual,1,0.5
2019,14.03,170033,Petrol,Individual,Manual,0,9.99
2020,21.61,90353,Diesel,Individual,Manual,0,19.09
2022,8.5,161444,Diesel,Individual,Automatic,0,5.22
2010,24.68,47893,Petrol,Dealer,Manual,0,20.79
2023,3.49,30779,Petrol,Individual,Automatic,0,2.57
2001,2.97,156732,Petrol,Dealer,Manual,0,0.5
2019,2.77,42900,Diesel,Dealer,Manual,0,0.82
2023,9.84,100163,Petrol,Dealer,Manual,0,7.78
2022,15.08,14007,Diesel,Dealer,Manual,0,14.23
2024,5.01,188193,Petrol,Individual,Manual,0,1.7
2004,29.91,186459,Petrol,Individual,Manual,0,22.5
2021,29.99,114470,Diesel,Individual,Manual,1,27.28
2023,16.55,52139,Petrol,Individual,Manual,0,15.28
2014,17.9,31138,Petrol,Dealer,Manual,0,15.12
2011,27.95,138348,Petrol,Individual,Manual,0,22.78
2013,23.55,19974,Petrol,Dealer,Manual,0,20.74
2010,6.7,7652,Petrol,Dealer,Manual,0,3.48
2020,24.19,79842,Petrol,Individual,Automatic,0,21.84
2008,8.47,38482,Petrol,Dealer,Manual,0,4.33
2019,14.05,151648,Diesel,Dealer,Manual,1,10.31
2007,16.91,15359,Petrol,Individual,Manual,0,12.94
2011,22.08,82956,Petrol,Individual,Manual,0,17.82
2002,6.2,86970,Diesel,Individual,Automatic,0,0.5
2020,4.13,161225,Petrol,Individual,Manual,0,0.5
2014,26.25,40879,Petrol,Dealer,Manual,0,23.31
2007,25.15,138068,Diesel,Dealer,Automatic,0,19.16
2006,16.65,46591,Petrol,Dealer,Automatic,0,11.96
2016,20.55,40322,Diesel,Individual,Automatic,0,18.03
2011,22.14,109934,CNG,Dealer,Manual,0,17.44
2019,15.34,50264,Petrol,Individual,Manual,1,13.27
2017,9.2,22374,Diesel,Dealer,Manual,0,7.18
2017,15.48,132157,Petrol,Individual,Manual,0,11.65
2014,28.62,150674,Petrol,Dealer,Automatic,0,23.87
2022,25.46,171790,Petrol,Individual,Manual,1,22.01
2002,15.04,58317,Diesel,Dealer,Manual,0,9.33
2018,8.32,166372,Diesel,Dealer,Manual,0,4.13
2014,26.91,5470,Diesel,Dealer,Manual,0,24.55
2015,19.87,27860,Diesel,Individual,Manual,0,17.35
2021,13.33,167933,Petrol,Dealer,Automatic,0,9.74
2021,5.13,65836,Petrol,Individual,Automatic,0,3.22
2016,23.05,40275,Petrol,Dealer,Manual,1,20.53
2000,10.88,131972,Petrol,Dealer,Manual,0,3.54
2010,18.98,61651,Petrol,Dealer,Manual,0,14.87
2005,17.95,53378,Diesel,Dealer,Manual,1,12.94
2022,21.59,65354,Diesel,Individual,Manual,0,19.89
2008,17.05,174443,Diesel,Dealer,Automatic,0,10.67
2019,19.65,20732,Diesel,Individual,Automatic,0,18.07
2015,4.28,55384,Petrol,Individual,Manual,1,1.3
2005,20.63,36497,Diesel,Dealer,Automatic,0,15.9
2011,7.44,65556,Diesel,Individual,Automatic,1,3.47
2018,12.98,82371,Petrol,Individual,Manual,0,10.18
2012,16.35,102046,Diesel,Individual,Manual,2,11.99
2012,21.23,118949,Petrol,Individual,Automatic,0,16.59
2003,22.79,180223,Diesel,Individual,Automatic,0,15.28
2008,21.74,192196,Diesel,Individual,Manual,0,15.06
2013,4.66,117923,Diesel,Individual,Manual,0,0.5
2013,12.83,167966,Petrol,Individual,Automatic,0,7.59
2016,9.86,149324,Petrol,Dealer,Manual,0,5.54
2004,13.16,136485,Petrol,Dealer,Automatic,1,6.58
2022,20.11,83024,Petrol,Dealer,Manual,0,18.12
2018,7.4,166135,Petrol,Dealer,Automatic,1,3.22
2001,16.06,5379,Diesel,Individual,Manual,0,11.02
2012,26.78,161577,Petrol,Dealer,Manual,0,21.43
2010,22.47,113099,Petrol,Individual,Manual,0,17.51
2001,22.31,131541,Petrol,Dealer,Manual,0,15.19
2000,25.76,151689,Diesel,Individual,Manual,1,18.1
2020,13.18,22199,Diesel,Individual,Manual,0,11.78
2002,23.27,164223,Diesel,Individual,Automatic,0,15.82
2011,3.64,9552,Diesel,Dealer,Manual,0,0.59
2006,3.58,153375,Diesel,Dealer,Manual,0,0.5
2000,11.29,61717,Petrol,Dealer,Automatic,0,5.11
2008,7.51,20690,Petrol,Individual,Automatic,0,3.66
2017,16.52,41455,Petrol,Dealer,Manual,0,14.19
2023,7.13,100005,Petrol,Individual,Manual,0,5.07
2019,29.32,158047,Petrol,Individual,Manual,0,25.48
2005,25.83,180009,CNG,Dealer,Automatic,0,18.74
2008,29.51,191432,Petrol,Dealer,Manual,0,22.85
2022,24.62,138881,Petrol,Individual,Manual,2,21.71
2007,28.63,65776,Diesel,Individual,Automatic,0,23.83
2022,12.31,48383,Petrol,Dealer,Automatic,2,10.89
2017,15.94,10037,Petrol,Individual,Manual,0,14.12
2024,8.71,90557,Petrol,Dealer,Manual,0,7.01
2014,19.8,46313,Diesel,Individual,Manual,0,16.77
2000,24.07,58952,Diesel,Dealer,Manual,1,17.94
2013,15.96,165569,Petrol,Dealer,Automatic,0,10.75
2017,10.3,132668,Diesel,Dealer,Automatic,0,6.46
2018,16.21,77449,Petrol,Dealer,Manual,0,13.49
2018,3.76,10424,Diesel,Individual,Manual,0,2.14
2009,22.19,23316,Petrol,Dealer,Manual,0,18.5
2019,14.64,180522,Petrol,Individual,Automatic,0,10.43
2020,27.15,87503,Diesel,Dealer,Manual,0,24.68
2005,27.85,153636,Diesel,Individual,Manual,0,21.19
2016,5.51,150224,Petrol,Dealer,Automatic,0,1.18
2013,29.89,94652,Diesel,Individual,Manual,0,25.85
2012,29.16,66059,CNG,Individual,Manual,0,25.39
2007,19.56,25850,CNG,Individual,Manual,0,15.42
2021,25.11,79602,Petrol,Dealer,Automatic,0,22.97
2009,2.52,129419,Petrol,Dealer,Manual,0,0.5
2008,29.17,111586,Petrol,Individual,Automatic,0,23.82
2004,14.78,198828,Diesel,Dealer,Manual,0,7.17
2022,27.47,63477,Petrol,Dealer,Manual,0,25.8
2003,12.78,111873,Diesel,Dealer,Manual,1,6.4
2005,24.07,166757,Petrol,Individual,Manual,0,17.19
2005,13.7,135510,Petrol,Dealer,Automatic,0,7.34
2012,12.16,52963,Petrol,Dealer,Manual,0,8.6
2003,28.51,170558,Diesel,Individual,Automatic,0,21.16
2021,21.58,22435,Petrol,Dealer,Automatic,0,20.38
2007,25.52,51714,Petrol,Dealer,Manual,0,20.95
2004,17.21,113603,Petrol,Individual,Automatic,0,11.0
2001,27.71,170875,Diesel,Dealer,Automatic,0,19.94
2008,22.72,115964,Diesel,Dealer,Automatic,0,17.3
2010,4.02,19580,Diesel,Individual,Automatic,0,0.6
2019,23.47,15093,CNG,Dealer,Manual,0,21.98
2019,2.52,52747,Petrol,Dealer,Manual,0,0.5
2010,25.21,110058,Diesel,Dealer,Automatic,0,20.3
2006,11.29,143662,Petrol,Dealer,Manual,0,5.0
2013,18.75,15820,Petrol,Individual,Automatic,0,16.01
2005,22.98,168057,Petrol,Dealer,Automatic,0,16.08
2003,19.84,52132,CNG,Dealer,Manual,0,14.44
2005,20.83,61848,CNG,Dealer,Automatic,0,15.68
2002,26.99,152555,Diesel,Dealer,Manual,2,19.73
2022,12.47,149222,Petrol,Individual,Automatic,0,9.39
2005,17.32,83765,Diesel,Individual,Manual,1,11.81
2002,6.9,21029,Petrol,Dealer,Manual,1,1.81
2000,15.09,61223,Petrol,Individual,Manual,1,8.92
2020,6.2,153423,Petrol,Individual,Manual,0,2.64
2017,19.74,59729,Petrol,Dealer,Automatic,0,17.1
2022,11.08,32914,Diesel,Individual,Automatic,0,9.92
2022,26.05,60706,Petrol,Dealer,Manual,0,24.43
2003,11.62,124557,Petrol,Dealer,Manual,0,5.03
2005,10.03,78832,Petrol,Dealer,Manual,1,4.6
2016,15.76,24973,Diesel,Dealer,Automatic,0,13.49
2017,6.91,54766,Petrol,Dealer,Manual,0,4.36
2005,7.71,54565,Diesel,Individual,Manual,1,2.68
2001,23.93,145305,Petrol,Dealer,Manual,0,16.58
2011,15.92,165614,Petrol,Dealer,Manual,0,10.3
2011,7.78,71854,Petrol,Dealer,Manual,0,3.71
2003,2.88,9429,Diesel,Dealer,Automatic,0,0.5
2015,15.06,110406,CNG,Dealer,Manual,1,11.18
2019,22.79,46614,Diesel,Individual,Manual,0,20.78
2009,11.83,116921,Diesel,Individual,Automatic,1,6.6
2024,8.94,76860,Petrol,Dealer,Manual,0,7.47
2009,13.1,129131,Petrol,Individual,Manual,1,7.67
2006,28.86,55774,Petrol,Individual,Manual,0,24.02
2013,13.85,52651,Diesel,Dealer,Manual,0,10.51
2006,9.27,109152,Diesel,Individual,Manual,0,3.55
2011,17.94,93072,Diesel,Individual,Manual,0,13.52
2010,24.7,143340,Diesel,Individual,Manual,0,19.24
2016,2.63,25119,Petrol,Individual,Manual,0,0.5
2010,17.63,199514,Petrol,Dealer,Manual,0,11.25
2020,25.42,20203,Diesel,Dealer,Manual,0,24.05
2002,8.04,117316,Diesel,Individual,Automatic,0,1.36
2018,27.81,72786,Diesel,Dealer,Manual,1,25.17
2021,18.18,156167,Petrol,Dealer,Manual,0,14.78
2003,16.47,30378,Petrol,Dealer,Manual,0,11.43
2007,28.98,146928,Petrol,Dealer,Manual,0,22.84
2013,5.63,10662,Diesel,Dealer,Manual,0,2.98
2019,22.72,85096,Petrol,Dealer,Manual,2,20.08
2023,24.92,125700,Petrol,Individual,Manual,0,22.44
2013,15.68,176150,Petrol,Dealer,Manual,0,10.3
2015,2.18,56393,Petrol,Individual,Manual,0,0.5
2014,16.68,122374,Diesel,Dealer,Manual,0,12.39
2011,6.3,113798,Petrol,Individual,Automatic,0,1.54
2015,17.75,141177,Diesel,Dealer,Manual,0,13.36
2019,22.68,116130,Petrol,Dealer,Manual,0,19.53
2018,16.87,192246,Diesel,Dealer,Manual,1,12.26
2004,19.66,199703,Petrol,Dealer,Manual,0,12.03
2011,4.91,120134,Petrol,Dealer,Manual,0,0.5
2004,4.72,80290,Petrol,Individual,Automatic,0,0.5
2009,25.83,160551,Petrol,Dealer,Manual,0,19.88
2016,3.38,151105,Petrol,Dealer,Manual,0,0.5
2014,9.96,127274,Petrol,Individual,Manual,2,5.59
2007,28.26,169720,Petrol,Individual,Manual,0,21.75
2007,14.85,169839,Petrol,Individual,Automatic,0,8.34
2007,20.89,39982,Diesel,Individual,Manual,0,16.52
2009,8.21,96954,CNG,Dealer,Automatic,0,3.31
2019,9.57,120390,Diesel,Individual,Automatic,0,6.35
2012,16.25,131711,Diesel,Individual,Automatic,0,11.4
2015,19.87,15751,Petrol,Dealer,Manual,0,17.55
2008,28.89,107919,Diesel,Dealer,Automatic,0,23.6
2015,18.08,196253,Petrol,Individual,Automatic,0,12.78
2009,4.69,10185,Petrol,Dealer,Manual,0,1.22
2002,12.27,63535,Petrol,Individual,Manual,0,6.48
2022,8.84,31157,Diesel,Individual,Manual,0,7.71
2021,9.12,125830,Diesel,Dealer,Automatic,0,6.22
2024,16.15,190865,Petrol,Dealer,Manual,0,12.8
2013,10.87,164569,Diesel,Individual,Manual,0,5.68
2012,10.1,38240,Petrol,Individual,Manual,0,6.79
2003,29.1,59897,Petrol,Individual,Manual,1,23.57
2003,18.35,181591,Petrol,Dealer,Manual,0,10.82
2005,9.33,46678,Petrol,Individual,Manual,0,4.43
2023,9.72,150350,Diesel,Dealer,Manual,0,6.83
2018,24.71,97875,Petrol,Dealer,Manual,1,21.65
2010,26.82,147687,Petrol,Individual,Manual,0,21.29
2007,21.01,176714,Diesel,Individual,Manual,0,14.38
2013,14.08,46856,Diesel,Dealer,Manual,0,10.83
2007,23.41,90815,Petrol,Individual,Manual,1,18.2
2013,28.25,139954,Petrol,Individual,Automatic,0,23.47
2022,6.65,106846,Petrol,Dealer,Manual,0,4.27
2006,26.13,146474,Petrol,Individual,Manual,0,19.79
2020,25.77,148680,Petrol,Individual,Manual,0,22.29
2017,12.26,130675,Diesel,Dealer,Manual,0,8.46
2011,10.17,44851,Petrol,Dealer,Manual,0,6.54
2013,17.83,95105,Petrol,Individual,Manual,2,13.79
2014,9.62,13399,Diesel,Individual,Manual,0,7.13
2017,6.07,90476,Petrol,Individual,Automatic,0,2.93
2011,28.69,34218,Petrol,Dealer,Manual,0,25.24
2009,15.76,6600,Diesel,Dealer,Manual,0,12.35
2011,15.22,82473,Diesel,Dealer,Manual,2,10.97
2007,5.53,27297,Petrol,Dealer,Manual,0,1.36
2005,16.12,80789,Petrol,Individual,Manual,0,10.66
2023,22.8,91871,Petrol,Dealer,Automatic,0,20.87
2018,8.95,178602,CNG,Dealer,Manual,0,4.56
2000,12.33,166216,Petrol,Dealer,Automatic,0,4.43
2012,7.01,175229,Diesel,Dealer,Automatic,0,1.44
2021,11.94,35223,Diesel,Dealer,Automatic,0,10.53
2015,26.12,21956,Petrol,Individual,Manual,0,23.69
2017,8.64,58613,Petrol,Individual,Manual,0,6.02
2011,2.83,7551,Diesel,Individual,Manual,0,0.5
2024,17.01,145134,Diesel,Individual,Manual,0,14.41
2004,18.23,28060,Diesel,Dealer,Manual,0,13.43
2020,11.21,141217,CNG,Individual,Manual,0,7.85
2012,19.96,155702,Diesel,Dealer,Manual,0,14.71
2007,3.06,187061,Petrol,Dealer,Manual,1,0.5
2005,11.54,125307,Petrol,Individual,Manual,0,5.35
2002,6.05,131167,Petrol,Individual,Manual,0,0.5
2024,8.43,144499,Diesel,Dealer,Manual,1,5.84
2019,12.71,173795,Petrol,Individual,Manual,0,8.61
2003,15.82,40091,Diesel,Dealer,Manual,0,10.62
2011,4.61,158468,Diesel,Dealer,Manual,0,0.5
2012,4.84,169454,Petrol,Dealer,Manual,0,0.5
2001,20.87,64860,Diesel,Dealer,Manual,2,14.85
2018,13.32,8313,Petrol,Individual,Automatic,1,11.74
2003,6.94,126853,Diesel,Individual,Manual,0,0.5
2022,8.58,21273,Petrol,Individual,Automatic,0,7.61
2012,22.16,130603,Diesel,Dealer,Manual,0,17.32
2018,3.45,63256,Diesel,Dealer,Automatic,0,0.96
2007,16.24,191666,Diesel,Dealer,Manual,0,9.37
2007,12.09,9677,Petrol,Individual,Manual,0,8.21
2015,24.71,168234,Diesel,Individual,Manual,0,19.87
2010,24.12,157807,Diesel,Dealer,Manual,0,18.42
2017,21.3,139583,Petrol,Individual,Automatic,0,17.35
2003,12.77,122717,Petrol,Individual,Automatic,0,6.21
2023,19.67,135399,Petrol,Individual,Automatic,0,17.03
2000,19.92,119953,Petrol,Individual,Manual,0,12.78
2000,11.3,102605,Petrol,Dealer,Manual,0,4.45
2013,26.64,197837,Petrol,Dealer,Manual,1,20.9
2003,29.58,123304,Petrol,Individual,Manual,0,23.01
2010,10.8,87767,Diesel,Individual,Automatic,0,6.26
2017,24.43,160431,Petrol,Individual,Automatic,0,20.14
2015,16.03,198176,Diesel,Dealer,Manual,0,10.7
2016,14.98,112226,Petrol,Dealer,Manual,0,11.27
2023,12.82,110261,Diesel,Individual,Manual,0,10.59
2001,10.18,5910,Petrol,Dealer,Manual,0,5.13
2003,27.75,51055,Petrol,Individual,Manual,0,22.37
2002,22.74,43729,Petrol,Individual,Manual,0,17.27
2014,14.34,115053,Petrol,Dealer,Manual,0,10.17
2001,23.04,45446,Petrol,Individual,Automatic,0,17.34
2023,22.12,163938,Petrol,Individual,Automatic,0,19.01
2018,9.49,42008,Petrol,Individual,Manual,0,7.35
2008,6.93,94685,CNG,Dealer,Manual,0,1.86
2009,25.42,154517,Diesel,Dealer,Manual,0,19.57
2020,24.72,144888,Petrol,Dealer,Manual,0,21.3
2024,29.91,142962,Petrol,Dealer,Automatic,0,27.35
2018,2.54,9507,Petrol,Dealer,Manual,0,0.94
2004,17.13,10880,Diesel,Dealer,Manual,0,12.62
2013,21.64,34685,Diesel,Dealer,Automatic,0,18.59
2009,18.31,84943,Petrol,Individual,Manual,0,13.61
2015,21.89,99087,Petrol,Individual,Manual,0,18.19
2005,5.84,92836,Petrol,Individual,Manual,0,0.5
2024,2.04,184496,Petrol,Dealer,Manual,0,0.5
2007,4.6,44989,Petrol,Individual,Automatic,0,0.5
2001,12.64,12368,Diesel,Dealer,Manual,0,7.48
2017,11.21,46347,Petrol,Dealer,Manual,0,8.79
2020,26.47,141916,Diesel,Individual,Manual,0,23.1
2020,4.34,34560,Diesel,Dealer,Manual,1,2.74
2020,14.4,168688,Petrol,Individual,Manual,0,10.59
2019,28.82,147015,CNG,Dealer,Manual,0,25.16
2007,16.08,115137,Diesel,Individual,Manual,2,10.47
2004,5.71,23472,Diesel,Dealer,Manual,0,0.99
2016,10.16,107905,Diesel,Individual,Manual,0,6.52
2015,19.55,147888,Petrol,Individual,Automatic,0,15.05
2004,2.34,65901,Petrol,Dealer,Manual,1,0.5
2016,29.11,168002,Petrol,Dealer,Automatic,0,24.48
2003,17.88,185418,Petrol,Dealer,Manual,0,10.28
2000,21.72,82578,Petrol,Dealer,Automatic,0,15.2
2021,15.97,26755,Petrol,Dealer,Automatic,0,14.7
2005,28.82,196603,Diesel,Individual,Automatic,0,21.45
2000,18.5,107274,Petrol,Dealer,Automatic,0,11.57
2023,20.54,33872,Diesel,Dealer,Manual,0,19.57
2003,26.1,32871,Diesel,Dealer,Manual,0,21.02
2001,26.12,100725,Diesel,Dealer,Manual,0,19.51
2012,2.79,176081,Petrol,Individual,Manual,0,0.5
2013,9.93,115219,Petrol,Dealer,Automatic,0,5.55
2016,8.9,93235,Petrol,Dealer,Manual,0,5.51
2010,2.19,57221,Petrol,Dealer,Manual,0,0.5
2002,26.55,142655,Petrol,Individual,Manual,0,19.45
2006,10.88,43076,Diesel,Dealer,Automatic,0,6.25
2009,11.71,124720,Diesel,Individual,Manual,1,6.35
2010,4.79,180755,Diesel,Dealer,Manual,0,0.5
2009,29.71,136592,Petrol,Individual,Automatic,1,24.16
2007,25.14,127136,Petrol,Dealer,Automatic,0,19.33
2004,18.01,166738,Diesel,Individual,Manual,0,10.93
2022,23.61,134288,Diesel,Individual,Manual,1,20.78
2001,23.76,21620,Diesel,Individual,Manual,0,18.45
2014,20.39,9972,Diesel,Dealer,Manual,0,17.95
2015,6.87,8212,Petrol,Individual,Manual,0,4.67
2003,22.17,111118,Petrol,Individual,Manual,1,15.8
2021,17.95,39443,Petrol,Individual,Manual,0,16.47
2015,22.27,165680,Petrol,Individual,Manual,0,17.48
2011,17.22,97442,Petrol,Dealer,Manual,0,12.72
2013,28.78,5063,Diesel,Individual,Automatic,0,26.22
2011,19.56,156863,Petrol,Individual,Manual,0,14.09
2020,18.06,189075,Diesel,Individual,Automatic,0,13.91
2015,25.6,109003,Petrol,Dealer,Manual,0,21.74
2015,12.62,99483,Petrol,Individual,Manual,0,8.92
2021,10.84,146219,Petrol,Dealer,Manual,0,7.61
2011,16.09,146424,Diesel,Individual,Automatic,0,10.79
2001,18.37,135245,Petrol,Dealer,Automatic,2,11.19
2022,8.17,31692,Petrol,Individual,Manual,0,7.03
2023,21.1,147910,Petrol,Dealer,Manual,0,18.25
2013,24.47,199218,CNG,Individual,Automatic,0,18.71
2010,18.16,146666,Petrol,Individual,Manual,1,12.65
2008,16.64,130067,Diesel,Individual,Automatic,0,10.99
2021,10.25,8894,Diesel,Dealer,Manual,0,9.28
2006,27.47,69357,Diesel,Individual,Manual,2,22.41
2011,23.13,109915,Petrol,Dealer,Manual,0,18.43
2016,15.45,42215,Diesel,Dealer,Manual,0,12.9
2008,20.45,136778,Petrol,Individual,Manual,0,14.69
2005,11.43,122101,Petrol,Individual,Manual,0,5.29
2011,3.67,194885,Diesel,Individual,Manual,0,0.5
2019,7.71,62718,Petrol,Individual,Manual,0,5.44
2009,4.23,190590,Petrol,Dealer,Manual,1,0.5
2008,16.23,69062,Diesel,Dealer,Automatic,0,11.58
2011,19.42,187784,Petrol,Dealer,Manual,0,13.44
2000,12.65,65288,Petrol,Individual,Automatic,0,6.41
2001,16.84,159177,Petrol,Dealer,Manual,0,9.26
2018,4.39,173041,Petrol,Individual,Manual,0,0.5
2000,23.56,196593,Petrol,Dealer,Manual,0,15.16
2015,2.92,93556,Petrol,Dealer,Manual,0,0.5
2015,19.76,114505,Petrol,Individual,Manual,0,15.81
2017,14.13,102239,Diesel,Dealer,Manual,2,10.79
2017,7.15,113869,Petrol,Dealer,Manual,0,3.62
2022,16.65,132039,Petrol,Individual,Automatic,0,13.86
2012,23.87,147018,Petrol,Individual,Manual,1,18.76
2021,13.58,189909,Petrol,Individual,Manual,2,9.63
2011,12.3,175014,Petrol,Dealer,Automatic,0,6.53
2008,5.99,97808,Petrol,Individual,Manual,0,0.87
2004,18.65,191944,Petrol,Individual,Automatic,0,11.15
2008,25.18,18413,Petrol,Individual,Automatic,0,21.37
2012,17.72,99902,Diesel,Individual,Automatic,0,13.39
2015,6.62,103286,Petrol,Dealer,Manual,0,2.85
2009,20.51,104612,Petrol,Dealer,Automatic,0,15.48
2015,2.84,195680,Diesel,Individual,Automatic,0,0.5
2013,25.47,6062,Petrol,Dealer,Manual,0,22.89
2024,27.8,190377,Petrol,Individual,Manual,0,24.46
2001,18.72,184349,Petrol,Dealer,Manual,0,10.73
2024,26.69,54899,Petrol,Individual,Automatic,0,25.58
2018,4.37,141123,Petrol,Dealer,Manual,0,0.6
2010,8.39,125889,Petrol,Individual,Manual,0,3.22
2018,10.88,165830,Petrol,Dealer,Manual,0,6.7
2010,23.65,81986,Petrol,Individual,Manual,0,19.2
2013,15.56,136197,Diesel,Individual,Automatic,0,10.84
2014,11.75,53133,Petrol,Dealer,Automatic,1,8.6
2024,6.43,56747,Petrol,Individual,Manual,0,5.29
2006,24.7,22183,Petrol,Individual,Automatic,0,20.41
2014,2.57,17524,Petrol,Individual,Automatic,0,0.5
2023,11.44,25282,Petrol,Dealer,Manual,1,10.61
2022,8.8,158078,CNG,Dealer,Automatic,0,5.58
2024,5.61,25185,Petrol,Individual,Manual,0,4.99
2007,6.82,104765,Petrol,Individual,Manual,0,1.38
2003,15.83,125901,Diesel,Individual,Manual,1,9.21
2017,13.93,152489,Diesel,Individual,Manual,0,9.77
2013,16.51,25138,Diesel,Dealer,Manual,0,13.62
2020,22.37,150969,Petrol,Dealer,Manual,1,18.85
2017,26.99,35981,Petrol,Individual,Manual,0,24.75
2003,5.32,100623,Diesel,Dealer,Automatic,0,0.5
2001,4.31,157903,Petrol,Individual,Manual,0,0.5
2020,10.97,180769,Petrol,Individual,Manual,0,6.96
2005,17.3,173085,Petrol,Individual,Manual,0,10.32
2010,4.8,7156,Diesel,Dealer,Automatic,0,1.59
2000,22.05,20887,Diesel,Dealer,Manual,0,16.54
2014,17.57,40785,Diesel,Individual,Automatic,0,14.63
2011,22.96,22040,Petrol,Dealer,Automatic,0,19.71
2023,12.02,81268,Diesel,Individual,Manual,0,10.27
2017,13.23,153807,Petrol,Dealer,Manual,1,9.04
2004,24.61,107513,Diesel,Individual,Manual,0,18.5
2010,9.48,71387,Diesel,Dealer,Manual,0,5.21
